address_full,street,house_number,postal_code,city,sale_price,ask_price,sale_date,list_date,delist_date,transport_date,days_on_market,area_m2,rooms,bedrooms,bathrooms,toilets,year_built,type,subtype,energy_label,maintenance_inside,maintenance_outside,vve_monthly_fee,has_garden,garden_type,garden_area_m2,has_balcony,has_terrace,outdoor_text,heating,hot_water,has_lift,floor,has_storage,has_parking,has_garage,garage_type,notes,source_file,lat,lng
"Lauriergracht 69 H, 1016 RG Amsterdam",Lauriergracht,69 H,1016RG,Amsterdam,395000.0,395000.0,,2025-09-01,,,52.0,38.0,2.0,1.0,1.0,,1939.0,Appartement,Benedenwoning,G,Goed,Goed,157.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.3709598,4.8797944
"Biesboschstraat 55 1, 1078 MN Amsterdam",Biesboschstraat,55 1,1078MN,Amsterdam,835055.0,725000.0,,2025-02-24,2025-03-27,2025-03-31,19.0,78.0,4.0,2.0,1.0,,1930.0,Appartement,,C,Goed,Goed,169.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,52.3450232,4.8973337
"Falckstraat 31 C, 1017 VV Amsterdam",Falckstraat,31 C,1017VV,Amsterdam,765000.0,750000.0,,2025-04-17,2025-07-07,2025-07-08,49.0,57.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (1).rtf,52.3606869,4.8969727
"Elandsgracht 144 1, 1016 VC Amsterdam",Elandsgracht,144 1,1016VC,Amsterdam,338000.0,295000.0,,2025-02-04,2025-05-16,2025-04-02,30.0,27.0,2.0,1.0,,,1913.0,Appartement,Bovenwoning,F,Goed,Goed,62.5,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,52.369085,4.8785378
"Herengracht 391 C, 1016 BC Amsterdam",Herengracht,391 C,1016BC,Amsterdam,1295000.0,1295000.0,,2025-09-15,,,57.0,135.0,4.0,3.0,2.0,,1650.0,Appartement,Bovenwoning,,Redelijk,Goed,349.02,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3683487,4.8871358
"Prinsengracht 197 A, 1015 DT Amsterdam",Prinsengracht,197 A,1015DT,Amsterdam,650000.0,650000.0,,2025-10-27,,,15.0,74.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,,Redelijk,Redelijk,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3774668,4.8860784
"Biesboschstraat 89 1, 1078 MR Amsterdam",Biesboschstraat,89 1,1078MR,Amsterdam,715000.0,699000.0,,2025-07-30,2025-11-08,2025-10-28,56.0,84.0,4.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,D,Goed,Goed,280.45,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,52.3448286,4.8959124
"Herengracht 592 D, 1017 CJ Amsterdam",Herengracht,592 D,1017CJ,Amsterdam,1395000.0,1395000.0,,2025-10-29,,,13.0,139.0,4.0,2.0,1.0,,1670.0,Appartement,Bovenwoning,E,Goed,Goed,355.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3653109,4.9001047
"Eerste Rozendwarsstraat 13 H, 1016 PC Amsterdam",Eerste Rozendwarsstraat,13 H,1016PC,Amsterdam,540000.0,495000.0,,2025-06-10,2025-09-16,2025-09-09,49.0,51.0,2.0,1.0,1.0,,1906.0,Appartement,Benedenwoning,B,Goed,Goed,99.34,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402.rtf,52.3728418,4.880595
"Elandsstraat 41, 1016 RX Amsterdam",Elandsstraat,41,1016RX,Amsterdam,650000.0,585000.0,,2024-02-28,2024-04-16,2024-04-16,27.0,61.0,3.0,2.0,1.0,,2000.0,Appartement,Bovenwoning,A,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,52.3705703,4.8812667
"Oude Looiersstraat 52, 1016 VK Amsterdam",Oude Looiersstraat,52,1016VK,Amsterdam,1295000.0,1295000.0,,2024-02-27,2024-05-13,2024-05-13,77.0,130.0,4.0,3.0,1.0,,1875.0,Woonhuis,,B,Uitstekend,Goed,,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1400.rtf,52.3692019,4.8806361
"Niersstraat 42 1, 1078 VL Amsterdam",Niersstraat,42 1,1078VL,Amsterdam,659777.0,595000.0,,2025-05-15,2025-08-05,2025-08-05,27.0,79.0,3.0,2.0,,,1930.0,Appartement,Bovenwoning,D,Goed,Goed,336.85,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (3).rtf,52.34294,4.8934679
"Herengracht 375 2, 1016 BC Amsterdam",Herengracht,375 2,1016BC,Amsterdam,499000.0,499000.0,,2025-09-05,,,67.0,45.0,2.0,1.0,,,1941.0,Appartement,Bovenwoning,C,Goed,Goed,150.69,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3685643,4.8871187
"Lijnbaansgracht 118 3V, 1016 VV Amsterdam",Lijnbaansgracht,118 3V,1016VV,Amsterdam,817118.0,725000.0,,2025-01-16,2025-03-13,2025-03-13,28.0,110.0,4.0,3.0,1.0,,1884.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,52.3721052,4.8765067
"Diezestraat 6 2, 1078 JP Amsterdam",Diezestraat,6 2,1078JP,Amsterdam,1262062.0,1300000.0,,2025-07-05,2025-08-18,2025-09-30,38.0,145.0,5.0,4.0,2.0,,1930.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,166.93,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,52.3460608,4.891804
"Eerste Tuindwarsstraat 4 1, 1015 RV Amsterdam",Eerste Tuindwarsstraat,4 1,1015RV,Amsterdam,425000.0,395000.0,,2024-11-27,2025-01-16,2025-03-17,41.0,42.0,2.0,1.0,1.0,,1912.0,Appartement,Bovenwoning,B,Goed,Redelijk,50.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,52.3776988,4.8835791
"Utrechtsedwarsstraat 126 H, 1017 WJ Amsterdam",Utrechtsedwarsstraat,126 H,1017WJ,Amsterdam,617500.0,587500.0,,2025-06-19,2025-10-02,2025-10-06,69.0,65.0,2.0,1.0,1.0,,1906.0,Appartement,Maisonnette,B,Goed,Goed,73.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (2).rtf,52.3617642,4.900966
"Victorieplein 19 1, 1079 KL Amsterdam",Victorieplein,19 1,1079KL,Amsterdam,710000.0,725000.0,,2025-05-13,2025-07-07,2025-07-09,42.0,107.0,3.0,2.0,1.0,,1932.0,Appartement,Bovenwoning,F,Redelijk,Goed,118.09,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,52.3453391,4.904213
"Prinsengracht 334 E, 1016 HZ Amsterdam",Prinsengracht,334 E,1016HZ,Amsterdam,425000.0,425000.0,,2025-09-04,,,68.0,42.0,3.0,2.0,1.0,,1750.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.368581,4.8822099
"Elandsgracht 61 C, 1016 TP Amsterdam",Elandsgracht,61 C,1016TP,Amsterdam,475000.0,450000.0,,2025-06-16,2025-08-26,2025-08-26,31.0,46.0,2.0,1.0,,,2005.0,Appartement,Bovenwoning,B,Goed,Goed,100.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,52.3692995,4.8803414
"Keizersgracht 129 A, 1015 CJ Amsterdam",Keizersgracht,129 A,1015CJ,Amsterdam,1150000.0,1150000.0,,2025-07-25,,,237.0,152.0,2.0,1.0,,,1880.0,Appartement,Benedenwoning,,Matig,Redelijk,312.5,True,Achtertuin,53.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3761591,4.8871505
"Laurierstraat 67 D, 1016 PJ Amsterdam",Laurierstraat,67 D,1016PJ,Amsterdam,366000.0,325000.0,,2025-06-25,2025-09-01,2025-08-14,41.0,32.0,1.0,1.0,1.0,,1897.0,Appartement,,C,Goed,Goed,129.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,52.3719787,4.8805457
"Keizersgracht 699 D, 1017 DW Amsterdam",Keizersgracht,699 D,1017DW,Amsterdam,1100000.0,1100000.0,,2025-10-13,,,140.0,81.0,4.0,3.0,1.0,,1690.0,Appartement,Bovenwoning,C,Uitstekend,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3640615,4.8986215
"Keizersgracht 391 F, 1016 EJ Amsterdam",Keizersgracht,391 F,1016EJ,Amsterdam,975000.0,975000.0,,2025-09-15,,,57.0,120.0,4.0,3.0,,,1671.0,Appartement,Bovenwoning,,Goed,Goed,162.2,False,Geen tuin,,False,True,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3678879,4.8849137
"Tweede Bloemdwarsstraat 34 A, 1016 LM Amsterdam",Tweede Bloemdwarsstraat,34 A,1016LM,Amsterdam,775000.0,750000.0,,2025-09-21,2025-11-08,2025-12-02,31.0,83.0,4.0,3.0,1.0,,1982.0,Appartement,Bovenwoning,C,Uitstekend,Uitstekend,203.66,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0807.rtf,52.3734185,4.8796919
"Laurierstraat 26 4, 1016 PM Amsterdam",Laurierstraat,26 4,1016PM,Amsterdam,400000.0,395000.0,,2024-11-22,2025-01-08,2025-01-13,33.0,54.0,2.0,1.0,1.0,,1871.0,Appartement,Bovenwoning,C,Goed,Goed,120.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,52.3718938,4.879783
"Molenbeekstraat 28 H, 1078 XE Amsterdam",Molenbeekstraat,28 H,1078XE,Amsterdam,970000.0,895000.0,,2025-02-26,2025-08-08,2025-08-08,27.0,99.0,5.0,2.0,1.0,,1930.0,Appartement,Benedenwoning,A,Goed,Goed,151.25,True,Achtertuin,53.0,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825 (1).rtf,52.343555,4.8944292
"Keizersgracht 74 K, 1015 CT Amsterdam",Keizersgracht,74 K,1015CT,Amsterdam,2000000.0,2000000.0,,2025-01-29,,,381.0,237.0,3.0,2.0,2.0,2.0,1625.0,Appartement,Benedenwoning,,Uitstekend,Uitstekend,216.0,False,,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3779868,4.8879083
"Raamstraat 11 3, 1016 XL Amsterdam",Raamstraat,11 3,1016XL,Amsterdam,820100.0,750000.0,,2024-06-14,2024-08-16,2024-08-27,33.0,100.0,3.0,2.0,1.0,,1848.0,Appartement,Maisonnette,C,Goed,Goed,171.87,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (3).rtf,52.3663119,4.8816532
"Lauriergracht 166 A, 1016 RV Amsterdam",Lauriergracht,166 A,1016RV,Amsterdam,1146000.0,1200000.0,,2025-05-20,2025-08-08,2025-09-05,74.0,102.0,8.0,3.0,1.0,,1936.0,Appartement,Bovenwoning,,Goed,Goed,102.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.370689,4.8774181
"Eerste Looiersdwarsstraat 26 B, 1016 VM Amsterdam",Eerste Looiersdwarsstraat,26 B,1016VM,Amsterdam,640000.0,640000.0,,2025-10-01,,,27.0,72.0,3.0,2.0,1.0,,1998.0,Appartement,,A,Goed,Goed,157.57,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1750 (1).rtf,52.3686917,4.8811265
"Herengracht 553 1, 1017 BW Amsterdam",Herengracht,553 1,1017BW,Amsterdam,1750000.0,1750000.0,,2025-09-05,,,67.0,144.0,4.0,3.0,2.0,,1670.0,Appartement,,,Uitstekend,Uitstekend,340.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3650841,4.895233
"Tuinstraat 248, 1015 PK Amsterdam",Tuinstraat,248,1015PK,Amsterdam,385000.0,365000.0,,2025-03-03,2025-04-18,2025-04-04,19.0,38.0,2.0,1.0,1.0,,1988.0,Appartement,Bovenwoning,A,Redelijk,Redelijk,231.5,True,Achtertuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,52.3764583,4.8793197
"Elandsgracht 59 1A, 1016 TN Amsterdam",Elandsgracht,59 1A,1016TN,Amsterdam,375000.0,350000.0,,2025-07-01,2025-10-06,2025-09-25,32.0,30.0,2.0,1.0,1.0,,1851.0,Appartement,Bovenwoning,C,Uitstekend,Uitstekend,94.04,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,52.3693415,4.8803923
"Utrechtsestraat 88 D, 1017 VR Amsterdam",Utrechtsestraat,88 D,1017VR,Amsterdam,401000.0,300000.0,,2024-12-09,2025-04-14,2025-03-21,61.0,30.0,2.0,1.0,1.0,,1842.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (4).rtf,52.3625548,4.898667
"Herengracht 375 H, 1016 BC Amsterdam",Herengracht,375 H,1016BC,Amsterdam,975000.0,975000.0,,2025-11-07,,,4.0,96.0,4.0,2.0,2.0,,1941.0,Appartement,,D,Goed,Goed,329.55,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3685642,4.8870893
"Herengracht 149 2, 1015 BH Amsterdam",Herengracht,149 2,1015BH,Amsterdam,1250000.0,1250000.0,,2025-09-15,,,92.0,130.0,6.0,3.0,2.0,2.0,1652.0,Appartement,Bovenwoning,C,Goed,Redelijk,150.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3752042,4.8887769
"Eerste Tuindwarsstraat 8 H, 1015 RV Amsterdam",Eerste Tuindwarsstraat,8 H,1015RV,Amsterdam,1045000.0,1045000.0,,2025-07-25,2025-08-28,,35.0,123.0,5.0,3.0,1.0,,1876.0,Appartement,,E,Goed,Goed,254.1,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,52.3776002,4.8836388
"Lauriergracht 121 2, 1016 RK Amsterdam",Lauriergracht,121 2,1016RK,Amsterdam,685000.0,665000.0,,2024-10-22,2024-12-10,2024-12-27,22.0,83.0,2.0,1.0,1.0,,1915.0,Appartement,Bovenwoning,D,Goed,Redelijk,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.3704388,4.8778026
"Deurloostraat 109 2, 1078 HW Amsterdam",Deurloostraat,109 2,1078HW,Amsterdam,775000.0,750000.0,,2025-02-05,2025-03-05,2025-03-04,28.0,82.0,5.0,2.0,1.0,,1929.0,Appartement,Bovenwoning,E,Goed,Goed,200.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,52.3463505,4.8880438
"Lijnbaansgracht 341 E, 1017 XA Amsterdam",Lijnbaansgracht,341 E,1017XA,Amsterdam,787000.0,750000.0,,2025-01-24,2025-03-18,2025-03-13,27.0,61.0,4.0,3.0,2.0,,1750.0,Appartement,Bovenwoning,C,Uitstekend,Goed,170.68,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,52.3600876,4.8932036
"Lauriergracht 114 1, 1016 RR Amsterdam",Lauriergracht,114 1,1016RR,Amsterdam,725000.0,675000.0,,2024-11-26,2025-03-04,2025-04-15,31.0,59.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,,Goed,Goed,135.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.3711552,4.8792482
"Geleenstraat 17 2, 1078 LC Amsterdam",Geleenstraat,17 2,1078LC,Amsterdam,775007.0,695000.0,,2025-09-25,2025-10-21,2026-01-06,22.0,81.0,3.0,2.0,1.0,,1944.0,Appartement,Bovenwoning,C,Goed,Goed,200.0,False,Geen tuin,,True,True,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2051 (1).rtf,52.3442347,4.8936297
"Herengracht 611 1A, 1017 CE Amsterdam",Herengracht,611 1A,1017CE,Amsterdam,575000.0,575000.0,,2025-10-14,,,28.0,64.0,2.0,1.0,1.0,,1670.0,Appartement,Benedenwoning,E,Goed,Goed,185.2,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3656587,4.8994257
"Prinsengracht 79 E, 1015 DM Amsterdam",Prinsengracht,79 E,1015DM,Amsterdam,350000.0,350000.0,,2025-10-27,,,15.0,24.0,1.0,,1.0,,1760.0,Appartement,Portiek,,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3788107,4.8872976
"Tweede Laurierdwarsstraat 45 II, 1016 RA Amsterdam",Tweede Laurierdwarsstraat,45 II,1016RA,Amsterdam,600000.0,599000.0,,2024-03-30,2024-05-15,2024-05-31,21.0,48.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,116.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401.rtf,52.3714657,4.8793547
"Herengracht 5 H, 1015 BA Amsterdam",Herengracht,5 H,1015BA,Amsterdam,1850000.0,1850000.0,,2025-11-03,,,24.0,143.0,6.0,3.0,2.0,2.0,1645.0,Appartement,Benedenwoning,,Uitstekend,Uitstekend,302.0,True,Voortuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3789573,4.8921862
"Prinsengracht 1033 C, 1017 KP Amsterdam",Prinsengracht,1033 C,1017KP,Amsterdam,1300000.0,1300000.0,,2025-06-27,,,137.0,119.0,5.0,2.0,1.0,,1680.0,Appartement,Benedenwoning,A,Goed,Goed,320.0,True,Achtertuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3619385,4.8951945
"Rozengracht 247 D, 1016 SX Amsterdam",Rozengracht,247 D,1016SX,Amsterdam,350000.0,350000.0,,2025-09-04,,,49.0,31.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,A,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1207.rtf,52.3718557,4.8751449
"Victorieplein 29 1, 1079 KM Amsterdam",Victorieplein,29 1,1079KM,Amsterdam,740000.0,725000.0,,2025-03-20,2025-07-29,2025-05-22,37.0,112.0,4.0,3.0,1.0,,1932.0,Appartement,Bovenwoning,F,Redelijk,Goed,118.09,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,52.3452108,4.9036127
"Biesboschstraat 27, 1078 ML Amsterdam",Biesboschstraat,27,1078ML,Amsterdam,1280000.0,1000000.0,,2025-05-23,2025-06-23,2025-10-16,26.0,102.0,4.0,3.0,1.0,,1930.0,Appartement,Benedenwoning,A,Goed,Goed,150.0,True,Achtertuin,6280.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,52.3451433,4.8981249
"Elandsstraat 38 C, 1016 SG Amsterdam",Elandsstraat,38 C,1016SG,Amsterdam,940000.0,950000.0,,2024-10-16,2024-12-13,2025-02-27,55.0,110.0,3.0,2.0,1.0,,1852.0,Appartement,Bovenwoning,,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,52.3707141,4.8811622
"Eerste Laurierdwarsstraat 18 B, 1016 PZ Amsterdam",Eerste Laurierdwarsstraat,18 B,1016PZ,Amsterdam,1275000.0,1275000.0,,2025-06-03,2025-08-07,2025-11-01,66.0,146.0,4.0,3.0,2.0,,1934.0,Woonhuis,,C,Goed,Goed,,False,Geen tuin,,False,True,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0758.rtf,52.3720973,4.8809555
"Elandsstraat 46, 1016 SG Amsterdam",Elandsstraat,46,1016SG,Amsterdam,710000.0,650000.0,,2024-05-22,2024-09-02,2024-09-02,23.0,69.0,2.0,1.0,1.0,,2017.0,Appartement,Benedenwoning,A,Goed,Goed,153.98,True,Achtertuin,14.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,52.3705583,4.880768
"Zoomstraat 53 2, 1078 XH Amsterdam",Zoomstraat,53 2,1078XH,Amsterdam,620000.0,590000.0,,2025-03-28,2025-06-02,2025-05-23,19.0,72.0,3.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,F,Goed,Goed,395.74,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (4).rtf,52.3429931,4.893262
"Herengracht 108 D, 1015 BT Amsterdam",Herengracht,108 D,1015BT,Amsterdam,825000.0,825000.0,,2025-09-11,,,61.0,94.0,3.0,2.0,1.0,,1740.0,Appartement,Bovenwoning,,Goed,Goed,243.32,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3762188,4.8885744
"Eerste Looiersdwarsstraat 5 A, 1016 VL Amsterdam",Eerste Looiersdwarsstraat,5 A,1016VL,Amsterdam,525000.0,500000.0,,2024-05-23,2024-07-15,2024-07-30,22.0,50.0,2.0,1.0,1.0,,1987.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (1).rtf,52.3694453,4.8808096
"Victorieplein 39 2, 1078 PD Amsterdam",Victorieplein,39 2,1078PD,Amsterdam,950001.0,925000.0,,2024-11-24,2024-12-23,2025-02-28,26.0,113.0,4.0,3.0,1.0,,1931.0,Appartement,Bovenwoning,C,Goed,Goed,366.0,False,Geen tuin,,True,True,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,52.3456198,4.9025514
"Merwedeplein 46 3, 1078 NG Amsterdam",Merwedeplein,46 3,1078NG,Amsterdam,1025000.0,950000.0,,2025-02-28,2025-05-15,2025-05-06,27.0,126.0,5.0,4.0,2.0,,1931.0,Appartement,Bovenwoning,C,Goed,Goed,276.83,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (6).rtf,52.3460336,4.9003902
"Elandsstraat 58, 1016 SG Amsterdam",Elandsstraat,58,1016SG,Amsterdam,958958.0,900000.0,,2024-10-20,2025-04-17,2025-04-03,117.0,116.0,3.0,2.0,2.0,,2017.0,Appartement,Maisonnette,A,Goed,Goed,336.84,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,52.3705756,4.8807393
