address_full,street,house_number,postal_code,city,sale_price,ask_price,sale_date,list_date,delist_date,transport_date,days_on_market,area_m2,rooms,bedrooms,bathrooms,toilets,year_built,type,subtype,energy_label,maintenance_inside,maintenance_outside,vve_monthly_fee,has_garden,garden_type,garden_area_m2,has_balcony,has_terrace,outdoor_text,heating,hot_water,has_lift,floor,has_storage,has_parking,has_garage,garage_type,notes,source_file,lat,lng
"Prinsengracht 200 A, 1016 HD Amsterdam",Prinsengracht,200 A,1016HD,Amsterdam,1880027.0,1880027.0,,2025-06-24,,,140.0,221.0,5.0,4.0,2.0,2.0,2014.0,Appartement,Benedenwoning,A,Goed,Goed,502.16,True,Achtertuin,46.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3734008,4.8826472
"Lijnbaansgracht 204 3, 1016 XA Amsterdam",Lijnbaansgracht,204 3,1016XA,Amsterdam,780000.0,750000.0,,2025-06-18,2025-07-17,2025-08-22,24.0,90.0,4.0,3.0,1.0,,1901.0,Appartement,Bovenwoning,D,Goed,Goed,165.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,52.3681167,4.8790925
"Eerste Looiersdwarsstraat 3 A, 1016 VL Amsterdam",Eerste Looiersdwarsstraat,3 A,1016VL,Amsterdam,425000.0,475000.0,,2025-01-14,2025-05-02,2025-04-25,46.0,50.0,2.0,1.0,1.0,,1984.0,Appartement,Bovenwoning,A,Redelijk,Redelijk,169.17,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0759 (1).rtf,52.3694722,4.8807946
"Eerste Tuindwarsstraat 11, 1015 RT Amsterdam",Eerste Tuindwarsstraat,11,1015RT,Amsterdam,540000.0,495000.0,,2025-07-31,2025-10-01,2025-10-01,27.0,58.0,3.0,2.0,1.0,,1981.0,Appartement,Benedenwoning,B,Goed,Goed,200.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,52.3776188,4.8837856
"Keizersgracht 138 C, 1015 CW Amsterdam",Keizersgracht,138 C,1015CW,Amsterdam,685000.0,685000.0,,2025-10-09,,,47.0,74.0,3.0,1.0,1.0,,1730.0,Appartement,Bovenwoning,C,Goed,Goed,183.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3765157,4.886471
"Herengracht 193 C, 1016 BE Amsterdam",Herengracht,193 C,1016BE,Amsterdam,1050000.0,1050000.0,,2025-03-21,,,305.0,113.0,3.0,2.0,2.0,2.0,1900.0,Appartement,Maisonnette,D,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3742941,4.8881995
"Herengracht 327, 1016 AW Amsterdam",Herengracht,327,1016AW,Amsterdam,1100000.0,1100000.0,,2025-09-26,,,46.0,126.0,5.0,1.0,,,1906.0,Woonhuis,,,Redelijk,Redelijk,,False,Geen tuin,,False,False,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3697331,4.8871936
"Diezestraat 27 2, 1078 JN Amsterdam",Diezestraat,27 2,1078JN,Amsterdam,1290272.0,1100000.0,,2025-03-10,2025-05-12,2025-08-01,29.0,133.0,5.0,4.0,2.0,2.0,1929.0,Appartement,Bovenwoning,A,Goed,Goed,226.36,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,52.3452802,4.8920772
"Keizersgracht 412 C, 1016 GC Amsterdam",Keizersgracht,412 C,1016GC,Amsterdam,800000.0,800000.0,,2025-09-23,,,49.0,88.0,4.0,2.0,2.0,,1881.0,Appartement,,,Goed,Goed,180.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3685872,4.884035
"Tuinstraat 177 3, 1015 PB Amsterdam",Tuinstraat,177 3,1015PB,Amsterdam,830000.0,845000.0,,2024-10-17,2025-02-03,2025-03-28,50.0,92.0,4.0,2.0,1.0,,1934.0,Appartement,Bovenwoning,F,Goed,Goed,192.17,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,52.3765889,4.8804787
"Niersstraat 28, 1078 VL Amsterdam",Niersstraat,28,1078VL,Amsterdam,825028.0,,,2025-02-11,2025-03-26,2025-05-01,22.0,87.0,3.0,2.0,,,1930.0,Appartement,Benedenwoning,B,Goed,Goed,307.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (3).rtf,52.3430675,4.8938774
"Lauriergracht 47 C, 1016 RG Amsterdam",Lauriergracht,47 C,1016RG,Amsterdam,440000.0,440000.0,,2025-09-30,,,23.0,58.0,2.0,1.0,1.0,,1923.0,Appartement,Benedenwoning,A,Redelijk,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.3709901,4.8805717
"Keizersgracht 698 E, 1017 EV Amsterdam",Keizersgracht,698 E,1017EV,Amsterdam,895000.0,895000.0,,2025-09-22,,,50.0,84.0,2.0,1.0,1.0,,1690.0,Appartement,,,Goed,Goed,312.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3632661,4.8948273
"Laurierstraat 24 H, 1016 PM Amsterdam",Laurierstraat,24 H,1016PM,Amsterdam,710000.0,730000.0,,2024-04-05,2024-08-26,2024-08-20,62.0,105.0,3.0,2.0,1.0,,1871.0,Appartement,Benedenwoning,D,Matig,Matig,50.0,True,Patio,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,52.3718938,4.879783
"Eerste Looiersdwarsstraat 3 B, 1016 VL Amsterdam ",Eerste Looiersdwarsstraat,3 B,1016VL,Amsterdam,485000.0,485000.0,,2025-02-14,,,256.0,48.0,2.0,1.0,1.0,,1990.0,Appartement,Bovenwoning,B,Goed,Goed,177.51,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1750 (1).rtf,52.3694815,4.8808679
"Oude Looiersstraat 38 2, 1016 VJ Amsterdam",Oude Looiersstraat,38 2,1016VJ,Amsterdam,775000.0,795000.0,,2024-03-22,2024-10-29,2025-02-07,215.0,90.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,D,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1400.rtf,52.3692584,4.8812522
"Zoomstraat 50 2, 1078 XL Amsterdam",Zoomstraat,50 2,1078XL,Amsterdam,1030000.0,995000.0,,2025-04-14,2025-05-23,2025-07-11,36.0,115.0,4.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,E,Goed,Goed,261.44,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (4).rtf,52.343117,4.8928054
"Lauriergracht 127 3, 1016 RK Amsterdam",Lauriergracht,127 3,1016RK,Amsterdam,300000.0,300000.0,,2025-10-02,,,21.0,35.0,1.0,1.0,1.0,,1908.0,Appartement,,G,uitstekend,Goed,115.0,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.3703839,4.8775248
"Keizersgracht 26 D, 1015 CR Amsterdam",Keizersgracht,26 D,1015CR,Amsterdam,575000.0,575000.0,,2025-05-23,,,172.0,63.0,2.0,1.0,,,1730.0,Appartement,Bovenwoning,,Goed,Goed,85.5,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3789251,4.8887642
"Utrechtsestraat 127 B, 1017 VM Amsterdam",Utrechtsestraat,127 B,1017VM,Amsterdam,1800000.0,1195000.0,,2025-01-08,2025-03-19,2025-06-30,71.0,150.0,6.0,3.0,2.0,,1905.0,Appartement,Bovenwoning,E,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (4).rtf,52.3617035,4.8992491
"Elandsgracht 84 2, 1016 TZ Amsterdam",Elandsgracht,84 2,1016TZ,Amsterdam,455000.0,429000.0,,2025-01-10,2025-02-06,2025-03-03,22.0,42.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,True,True,,Elektrisch,Elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,52.3696589,4.8802784
"Keizersgracht 515 G, 1017 DN Amsterdam",Keizersgracht,515 G,1017DN,Amsterdam,1095000.0,1095000.0,,2025-05-20,,,360.0,87.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,,Uitstekend,Uitstekend,210.46,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3651109,4.8887432
"Prinsengracht 814 F, 1017 JL Amsterdam",Prinsengracht,814 F,1017JL,Amsterdam,1030000.0,1030000.0,,2025-08-22,,,81.0,89.0,3.0,2.0,1.0,,1990.0,Appartement,Bovenwoning,C,Goed,Goed,360.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3620009,4.8995395
"Eerste Laurierdwarsstraat 15 H, 1016 PV Amsterdam",Eerste Laurierdwarsstraat,15 H,1016PV,Amsterdam,375000.0,375000.0,,2025-10-23,,,5.0,36.0,2.0,1.0,1.0,,1878.0,Appartement,Benedenwoning,D,Goed,Goed,109.0,True,Achtertuin,7.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1753.rtf,52.3723758,4.8809089
"Tweede Laurierdwarsstraat 53 1, 1016 RA Amsterdam",Tweede Laurierdwarsstraat,53 1,1016RA,Amsterdam,599000.0,599000.0,,2024-05-21,2025-08-18,2025-02-03,154.0,71.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,C,Goed,Goed,80.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401.rtf,52.3714079,4.8794803
"Lauriergracht 114 2, 1016 RR Amsterdam",Lauriergracht,114 2,1016RR,Amsterdam,1250000.0,1250000.0,,2024-11-26,2025-04-10,2025-05-22,134.0,109.0,4.0,3.0,2.0,2.0,1906.0,Appartement,Bovenwoning,,Goed,Goed,250.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,52.3711554,4.8792481
"Laurierstraat 74 2, 1016 PN Amsterdam",Laurierstraat,74 2,1016PN,Amsterdam,434500.0,420000.0,,2025-06-24,2025-10-15,2025-10-02,63.0,47.0,2.0,1.0,1.0,,1884.0,Appartement,Bovenwoning,C,Goed,Goed,35.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,52.3722957,4.8810853
"Jekerstraat 61 1, 1078 MA Amsterdam",Jekerstraat,61 1,1078MA,Amsterdam,845000.0,850000.0,,2024-11-14,2025-01-24,2025-02-26,72.0,100.0,3.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,D,Goed,Goed,100.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2103 (1).rtf,52.3455697,4.8969168
"Oude-IJselstraat 3 H, 1078 CL Amsterdam ",Oude-IJselstraat,3 H,1078CL,Amsterdam,471551.0,445000.0,,2025-07-23,2025-09-18,2025-10-14,28.0,55.0,2.0,1.0,1.0,,1926.0,Appartement,Benedenwoning,E,Redelijk,Redelijk,230.63,True,Achtertuin,43.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (5).rtf,52.3478885,4.9014116
"Prinsengracht 355 A, 1016 HK Amsterdam",Prinsengracht,355 A,1016HK,Amsterdam,1085000.0,1085000.0,,2025-09-11,,,187.0,111.0,5.0,2.0,1.0,,1906.0,Appartement,Benedenwoning,,Goed,Goed,403.0,True,Achtertuin,18.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3720444,4.8833056
"Laurierstraat 38 1, 1016 PN Amsterdam",Laurierstraat,38 1,1016PN,Amsterdam,518000.0,485000.0,,2025-06-23,2025-09-19,2025-09-22,57.0,43.0,2.0,1.0,1.0,,1899.0,Appartement,,B,Goed,Goed,65.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,52.3724693,4.8817736
"Keizersgracht 494 A, 1017 EH Amsterdam",Keizersgracht,494 A,1017EH,Amsterdam,2250000.0,2250000.0,,2025-09-22,,,50.0,160.0,4.0,2.0,3.0,3.0,1906.0,Appartement,Benedenwoning,,Goed,Goed,380.0,True,Achtertuin,100.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3661043,4.8856194
"Molenbeekstraat 12 2, 1078 XD Amsterdam",Molenbeekstraat,12 2,1078XD,Amsterdam,626000.0,550000.0,,2025-10-03,2025-11-03,2025-12-16,26.0,66.0,3.0,2.0,1.0,,1931.0,Appartement,,E,Goed,Goed,133.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825 (1).rtf,52.3439952,4.8943512
"Hazenstraat 17 3, 1016 SM Amsterdam",Hazenstraat,17 3,1016SM,Amsterdam,545000.0,495000.0,,2024-06-21,2024-08-29,2024-08-05,28.0,54.0,3.0,2.0,1.0,,1908.0,Appartement,Bovenwoning,D,Redelijk,Goed,260.0,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (2).rtf,52.3707359,4.8799436
"Diezestraat 20 2, 1078 JR Amsterdam",Diezestraat,20 2,1078JR,Amsterdam,1534000.0,1450000.0,,2025-04-08,2025-07-15,2025-07-15,21.0,152.0,5.0,4.0,2.0,,1929.0,Appartement,Bovenwoning,B,Uitstekend,Uitstekend,180.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,52.3455931,4.8917359
"Prinsengracht 258 B, 1016 HG Amsterdam",Prinsengracht,258 B,1016HG,Amsterdam,625000.0,625000.0,,2025-07-16,,,347.0,66.0,2.0,1.0,1.0,,1870.0,Appartement,Bovenwoning,B,Goed,Goed,,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3715197,4.8825037
"Keizersgracht 444 F, 1016 GD Amsterdam",Keizersgracht,444 F,1016GD,Amsterdam,1200000.0,1200000.0,,2025-09-24,,,107.0,94.0,4.0,2.0,1.0,,1720.0,Appartement,,D,Uitstekend,Uitstekend,295.8,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3676524,4.8840162
"Eerste Looiersdwarsstraat 29 H, 1016 VL Amsterdam",Eerste Looiersdwarsstraat,29 H,1016VL,Amsterdam,475000.0,475000.0,,2025-09-01,,,57.0,46.0,2.0,1.0,1.0,,1775.0,Appartement,Benedenwoning,E,Goed,Goed,70.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1750 (1).rtf,52.3687106,4.8813321
"Deurloostraat 58 1, 1078 JE Amsterdam",Deurloostraat,58 1,1078JE,Amsterdam,658750.0,635000.0,,2025-07-03,2025-08-14,2025-09-02,27.0,84.0,4.0,3.0,1.0,,1928.0,Appartement,,E,Redelijk,Redelijk,286.0,False,Geen tuin,,True,True,,,Elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,52.3464956,4.8904786
"Keizersgracht 18 B, 1015 CP Amsterdam",Keizersgracht,18 B,1015CP,Amsterdam,1500000.0,1500000.0,,2025-09-03,,,69.0,130.0,4.0,2.0,2.0,2.0,1886.0,Appartement,,,Goed,Goed,264.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3792432,4.889025
"Utrechtsedwarsstraat 57 B, 1017 WC Amsterdam",Utrechtsedwarsstraat,57 B,1017WC,Amsterdam,562500.0,525000.0,,2024-11-23,2024-12-12,2024-12-23,14.0,59.0,3.0,2.0,1.0,,1984.0,Appartement,Bovenwoning,B,Goed,Goed,100.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (2).rtf,52.3614396,4.8984593
"Herengracht 116 C, 1015 BT Amsterdam",Herengracht,116 C,1015BT,Amsterdam,2250000.0,2250000.0,,2025-07-09,,,190.0,264.0,5.0,4.0,2.0,,1726.0,Appartement,,B,Goed,Goed,335.0,True,Achtertuin,135.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3759583,4.8885479
"Keizersgracht 483 B, 1017 DL Amsterdam",Keizersgracht,483 B,1017DL,Amsterdam,1000000.0,1000000.0,,2025-09-08,,,151.0,108.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,,Goed,Goed,380.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3656721,4.8875332
"Deurloostraat 50 3, 1078 JD Amsterdam",Deurloostraat,50 3,1078JD,Amsterdam,752000.0,700000.0,,2025-04-23,2025-08-08,2025-08-01,28.0,81.0,4.0,2.0,1.0,,1928.0,Appartement,,B,Goed,Goed,100.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,52.3464291,4.8916828
"Elandsstraat 35 D, 1016 RX Amsterdam",Elandsstraat,35 D,1016RX,Amsterdam,877000.0,799000.0,,2025-02-06,2025-03-13,2025-04-15,30.0,87.0,4.0,3.0,1.0,2.0,1906.0,Appartement,Bovenwoning,C,Redelijk,Redelijk,160.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (2).rtf,52.3705975,4.8813547
"Utrechtsestraat 8 1, 1017 VN Amsterdam",Utrechtsestraat,8 1,1017VN,Amsterdam,525000.0,525000.0,,2025-02-26,2025-03-17,2025-04-11,16.0,61.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,B,Goed,Goed,183.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (4).rtf,52.3655988,4.8974667
"Jekerstraat 46 3, 1078 MD Amsterdam",Jekerstraat,46 3,1078MD,Amsterdam,1015000.0,995000.0,,2025-07-01,2025-08-22,2025-09-08,35.0,117.0,3.0,2.0,1.0,,1929.0,Appartement,Maisonnette,D,Goed,Goed,116.0,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2103 (1).rtf,52.3461407,4.8979963
"Roerstraat 93 C, 1078 LL Amsterdam",Roerstraat,93 C,1078LL,Amsterdam,825000.0,750000.0,,2024-12-03,2025-02-13,2025-02-13,22.0,74.0,3.0,2.0,1.0,,1931.0,Appartement,Benedenwoning,A,Goed,Goed,165.0,True,Achtertuin,24.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511 (1).rtf,52.3439085,4.8972727
"Tuinstraat 235 B, 1015 PD Amsterdam",Tuinstraat,235 B,1015PD,Amsterdam,525000.0,500000.0,,2024-09-11,2024-12-08,2025-01-03,62.0,56.0,2.0,1.0,1.0,,1987.0,Appartement,Bovenwoning,A,Goed,Goed,123.16,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,52.3762589,4.8789401
"Prinsengracht 71 A, 1015 DL Amsterdam",Prinsengracht,71 A,1015DL,Amsterdam,850000.0,850000.0,,2025-10-30,,,12.0,118.0,3.0,2.0,2.0,,1906.0,Appartement,,,Goed,Redelijk,500.0,True,Achtertuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,52.3789554,4.8874274
"Herengracht 455 C, 1017 BS Amsterdam",Herengracht,455 C,1017BS,Amsterdam,800000.0,800000.0,,2025-09-17,,,223.0,77.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,,Uitstekend,Uitstekend,342.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3665778,4.8891819
"Keizersgracht 691 C, 1017 DW Amsterdam",Keizersgracht,691 C,1017DW,Amsterdam,850000.0,850000.0,,2025-06-24,,,140.0,70.0,3.0,2.0,1.0,,1680.0,Appartement,Bovenwoning,,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,52.3638706,4.8973018
"Tweede Laurierdwarsstraat 45 III, 1016 RA Amsterdam",Tweede Laurierdwarsstraat,45 III,1016RA,Amsterdam,510000.0,510000.0,,2024-01-29,2024-02-19,2024-04-15,16.0,42.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,84.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401.rtf,52.3714657,4.8793547
"Merwedeplein 49, 1078 NC Amsterdam",Merwedeplein,49,1078NC,Amsterdam,800000.0,835000.0,,2025-06-30,2025-08-19,2025-08-29,51.0,99.0,3.0,2.0,1.0,,1931.0,Appartement,Benedenwoning,B,Goed,Goed,220.0,True,Achtertuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (6).rtf,52.3452074,4.9005749
"Tuinstraat 54, 1015 PG Amsterdam",Tuinstraat,54,1015PG,Amsterdam,1275000.0,1295000.0,,2025-09-03,2025-10-09,2025-11-17,34.0,138.0,5.0,3.0,2.0,2.0,1905.0,Woonhuis,,E,Goed,Goed,,True,Achtertuin,15.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,52.3775033,4.88411
"Herengracht 114 HV, 1015 BT Amsterdam",Herengracht,114 HV,1015BT,Amsterdam,895000.0,895000.0,,2025-10-15,,,102.0,104.0,3.0,2.0,1.0,,1906.0,Appartement,Benedenwoning,,Redelijk,Goed,279.37,True,Patio,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,52.3760126,4.8886451
"Deurloostraat 115 1, 1078 HX Amsterdam",Deurloostraat,115 1,1078HX,Amsterdam,928000.0,850000.0,,2025-09-30,2025-10-23,2026-01-26,17.0,92.0,4.0,2.0,1.0,,1928.0,Appartement,Bovenwoning,D,Uitstekend,Goed,335.0,False,Geen tuin,,True,True,,,Elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,52.3464197,4.8873828
"Eerste Laurierdwarsstraat 22, 1016 PZ Amsterdam",Eerste Laurierdwarsstraat,22,1016PZ,Amsterdam,2000000.0,2000000.0,,2024-12-17,2025-04-04,,109.0,118.0,,,,,1831.0,Woonhuis,,,,,,False,,,False,False,,,,False,,False,False,False,,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1126.rtf,52.3720254,4.880971
"Raamstraat 35 1, 1016 XL Amsterdam",Raamstraat,35 1,1016XL,Amsterdam,410000.0,399000.0,,2025-01-24,2025-06-18,2025-04-22,64.0,44.0,2.0,1.0,1.0,,1959.0,Appartement,,D,Redelijk,Redelijk,160.0,False,Geen tuin,,False,False,,,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0800 (1).rtf,52.3659753,4.8806436
"Deurloostraat 59 H, 1078 HT Amsterdam",Deurloostraat,59 H,1078HT,Amsterdam,882000.0,900000.0,,2025-05-13,2025-11-05,2025-10-15,59.0,107.0,6.0,3.0,1.0,,1929.0,Appartement,,D,Goed,Goed,202.79,True,Achtertuin,9.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,52.346259,4.8898363
