address_full,street,house_number,postal_code,city,sale_price,ask_price,sale_date,list_date,delist_date,transport_date,days_on_market,area_m2,rooms,bedrooms,bathrooms,toilets,year_built,type,subtype,energy_label,maintenance_inside,maintenance_outside,vve_monthly_fee,has_garden,garden_type,garden_area_m2,has_balcony,has_terrace,outdoor_text,heating,hot_water,has_lift,floor,has_storage,has_parking,has_garage,garage_type,notes,source_file,lat,lng
"Keizersgracht 699 B, 1017 DW Amsterdam",Keizersgracht,699 B,1017DW,Amsterdam,1400000.0,1400000.0,,2025-10-13,,,140.0,104.0,3.0,2.0,2.0,,1690.0,Appartement,,B,Uitstekend,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Herengracht 441 B, 1017 BR Amsterdam",Herengracht,441 B,1017BR,Amsterdam,700000.0,700000.0,,2025-10-30,,,153.0,71.0,4.0,1.0,1.0,,1892.0,Appartement,Bovenwoning,C,Goed,Goed,170.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Merwedeplein 46 3, 1078 NG Amsterdam",Merwedeplein,46 3,1078NG,Amsterdam,1025000.0,950000.0,,2025-02-28,2025-05-15,2025-05-06,27.0,126.0,5.0,4.0,2.0,,1931.0,Appartement,Bovenwoning,C,Goed,Goed,276.83,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (6).rtf,,
"Laurierstraat 218 I, 1016 PT Amsterdam",Laurierstraat,218 I,1016PT,Amsterdam,480000.0,450000.0,,2024-02-08,2024-04-04,2024-04-03,21.0,43.0,2.0,1.0,1.0,,1916.0,Appartement,Bovenwoning,A,Goed,Goed,131.34,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Lijnbaansgracht 321 2, 1017 WZ Amsterdam",Lijnbaansgracht,321 2,1017WZ,Amsterdam,420000.0,390000.0,,2025-04-22,2025-06-17,2025-06-04,42.0,39.0,2.0,1.0,1.0,,1906.0,Appartement,,G,Goed,Goed,127.0,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Roerstraat 93 C, 1078 LL Amsterdam",Roerstraat,93 C,1078LL,Amsterdam,825000.0,750000.0,,2024-12-03,2025-02-13,2025-02-13,22.0,74.0,3.0,2.0,1.0,,1931.0,Appartement,Benedenwoning,A,Goed,Goed,165.0,True,Achtertuin,24.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511 (1).rtf,,
"Keizersgracht 444 F, 1016 GD Amsterdam",Keizersgracht,444 F,1016GD,Amsterdam,1200000.0,1200000.0,,2025-09-24,,,107.0,94.0,4.0,2.0,1.0,,1720.0,Appartement,,D,Uitstekend,Uitstekend,295.8,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Tuinstraat 244, 1015 PK Amsterdam",Tuinstraat,244,1015PK,Amsterdam,405000.0,380000.0,,2024-07-11,2024-10-17,2024-10-01,64.0,39.0,1.0,1.0,1.0,,1990.0,Appartement,,C,Goed,Goed,235.39,True,Achtertuin,38.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,,
"Roerstraat 25 3, 1078 LH Amsterdam",Roerstraat,25 3,1078LH,Amsterdam,920000.0,950000.0,,2025-08-29,2025-09-30,2025-10-06,20.0,120.0,5.0,4.0,1.0,,1930.0,Appartement,Bovenwoning,F,Redelijk,Redelijk,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511 (1).rtf,,
"Rozengracht 225 D, 1016 NA Amsterdam",Rozengracht,225 D,1016NA,Amsterdam,800000.0,795000.0,,2024-11-08,2025-01-20,2025-01-20,74.0,121.0,3.0,2.0,1.0,,1996.0,Appartement,Maisonnette,C,Goed,Uitstekend,90.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1207.rtf,,
"Laurierstraat 26 3, 1016 PM Amsterdam",Laurierstraat,26 3,1016PM,Amsterdam,464000.0,425000.0,,2024-11-08,2025-01-07,2025-01-13,33.0,58.0,3.0,2.0,1.0,,1871.0,Appartement,Bovenwoning,B,Goed,Goed,120.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Diezestraat 20 1, 1078 JR Amsterdam",Diezestraat,20 1,1078JR,Amsterdam,768020.0,650000.0,,2025-03-06,2025-04-18,2025-04-17,21.0,68.0,3.0,2.0,1.0,,1929.0,Appartement,,B,Uitstekend,Uitstekend,81.71,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,,
"Raamstraat 14 D, 1016 XM Amsterdam",Raamstraat,14 D,1016XM,Amsterdam,438000.0,425000.0,,2024-10-04,2024-11-26,2024-11-28,29.0,48.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,D,Goed,Goed,175.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (3).rtf,,
"Keizersgracht 151 G, 1015 CL Amsterdam",Keizersgracht,151 G,1015CL,Amsterdam,1200000.0,1200000.0,,2025-10-06,,,102.0,122.0,4.0,2.0,2.0,,1880.0,Appartement,Bovenwoning,B,Goed,Goed,325.0,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Keizersgracht 87 E, 1015 CG Amsterdam",Keizersgracht,87 E,1015CG,Amsterdam,825000.0,825000.0,,2025-06-05,,,159.0,75.0,2.0,1.0,1.0,,1870.0,Appartement,Bovenwoning,,Goed,Goed,204.55,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Laurierstraat 38 2, 1016 PN Amsterdam",Laurierstraat,38 2,1016PN,Amsterdam,510000.0,425000.0,,2024-05-30,2024-06-19,2024-07-15,16.0,43.0,2.0,1.0,1.0,,1899.0,Appartement,,B,Goed,Goed,65.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Prinsengracht 334 2, 1016 HZ Amsterdam",Prinsengracht,334 2,1016HZ,Amsterdam,495000.0,495000.0,,2025-09-04,,,68.0,53.0,3.0,2.0,1.0,,1750.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Rozengracht 247 D, 1016 SX Amsterdam",Rozengracht,247 D,1016SX,Amsterdam,350000.0,350000.0,,2025-09-04,,,49.0,31.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,A,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1207.rtf,,
"Eerste Tuindwarsstraat 5, 1015 RT Amsterdam",Eerste Tuindwarsstraat,5,1015RT,Amsterdam,525000.0,525000.0,,2024-10-31,2024-11-29,,30.0,58.0,3.0,1.0,1.0,,1981.0,Appartement,Benedenwoning,B,Goed,Goed,200.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,,
"Prinsengracht 673 O, 1017 JT Amsterdam",Prinsengracht,673 O,1017JT,Amsterdam,650000.0,650000.0,,2025-11-04,,,7.0,100.0,2.0,1.0,1.0,,1860.0,Appartement,Benedenwoning,D,Goed,Goed,153.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Keizersgracht 456 D, 1016 GE Amsterdam",Keizersgracht,456 D,1016GE,Amsterdam,850000.0,850000.0,,2025-08-25,,,78.0,85.0,4.0,2.0,1.0,,1680.0,Appartement,Bovenwoning,,Uitstekend,Uitstekend,140.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Keizersgracht 643 C, 1017 DT Amsterdam",Keizersgracht,643 C,1017DT,Amsterdam,1335000.0,1335000.0,,2025-09-19,,,53.0,121.0,4.0,3.0,2.0,,1906.0,Appartement,,,Uitstekend,Uitstekend,500.48,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Herengracht 193 C, 1016 BE Amsterdam",Herengracht,193 C,1016BE,Amsterdam,1050000.0,1050000.0,,2025-03-21,,,305.0,113.0,3.0,2.0,2.0,2.0,1900.0,Appartement,Maisonnette,D,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Oude-IJselstraat 3 H, 1078 CL Amsterdam ",Oude-IJselstraat,3 H,1078CL,Amsterdam,471551.0,445000.0,,2025-07-23,2025-09-18,2025-10-14,28.0,55.0,2.0,1.0,1.0,,1926.0,Appartement,Benedenwoning,E,Redelijk,Redelijk,230.63,True,Achtertuin,43.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (5).rtf,,
"Lijnbaansgracht 69 A2, 1015 GW Amsterdam",Lijnbaansgracht,69 A2,1015GW,Amsterdam,453000.0,425000.0,,2025-04-24,2025-07-11,2025-07-11,45.0,42.0,2.0,1.0,1.0,,1938.0,Appartement,Bovenwoning,C,Goed,Goed,61.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Prinsengracht 38 A, 1015 DW Amsterdam",Prinsengracht,38 A,1015DW,Amsterdam,895000.0,895000.0,,2025-10-23,,,19.0,81.0,3.0,2.0,,,1981.0,Appartement,,A,Goed,Goed,359.0,False,Geen tuin,,True,True,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Rozengracht 42 A, 1016 ND Amsterdam",Rozengracht,42 A,1016ND,Amsterdam,550000.0,595000.0,,2025-03-31,2025-07-14,2025-06-27,65.0,72.0,2.0,1.0,1.0,,1899.0,Appartement,Bovenwoning,D,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1207.rtf,,
"Prinsengracht 260 h, 1016 HG Amsterdam",Prinsengracht,260 h,1016HG,Amsterdam,790000.0,790000.0,,2025-10-01,,,82.0,76.0,3.0,2.0,1.0,,1959.0,Appartement,,C,Goed,Goed,236.22,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Tuinstraat 248, 1015 PK Amsterdam",Tuinstraat,248,1015PK,Amsterdam,385000.0,365000.0,,2025-03-03,2025-04-18,2025-04-04,19.0,38.0,2.0,1.0,1.0,,1988.0,Appartement,Bovenwoning,A,Redelijk,Redelijk,231.5,True,Achtertuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,,
"Lijnbaansgracht 282 1, 1017 RM Amsterdam",Lijnbaansgracht,282 1,1017RM,Amsterdam,925000.0,950000.0,,2025-05-01,2025-08-19,2025-08-29,76.0,106.0,4.0,3.0,2.0,,1724.0,Appartement,Bovenwoning,,Goed,Goed,115.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Victorieplein 43, 1078 PD Amsterdam",Victorieplein,43,1078PD,Amsterdam,820000.0,800000.0,,2025-02-17,2025-04-07,2025-05-19,30.0,106.0,4.0,3.0,1.0,,1931.0,Appartement,Benedenwoning,D,Goed,Goed,352.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,,
"Eerste Tuindwarsstraat 4 1, 1015 RV Amsterdam",Eerste Tuindwarsstraat,4 1,1015RV,Amsterdam,425000.0,395000.0,,2024-11-27,2025-01-16,2025-03-17,41.0,42.0,2.0,1.0,1.0,,1912.0,Appartement,Bovenwoning,B,Goed,Redelijk,50.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,,
"Victorieplein 19 1, 1079 KL Amsterdam",Victorieplein,19 1,1079KL,Amsterdam,710000.0,725000.0,,2025-05-13,2025-07-07,2025-07-09,42.0,107.0,3.0,2.0,1.0,,1932.0,Appartement,Bovenwoning,F,Redelijk,Goed,118.09,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,,
"Keizersgracht 391 F, 1016 EJ Amsterdam",Keizersgracht,391 F,1016EJ,Amsterdam,975000.0,975000.0,,2025-09-15,,,57.0,120.0,4.0,3.0,,,1671.0,Appartement,Bovenwoning,,Goed,Goed,162.2,False,Geen tuin,,False,True,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Raamstraat 25 B, 1016 XL Amsterdam",Raamstraat,25 B,1016XL,Amsterdam,700000.0,670000.0,,2023-12-07,2024-10-24,2024-10-23,204.0,56.0,3.0,2.0,1.0,,1829.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (3).rtf,,
"Molenbeekstraat 12 1, 1078 XD Amsterdam",Molenbeekstraat,12 1,1078XD,Amsterdam,621100.0,550000.0,,2025-03-17,2025-04-16,2025-06-20,25.0,66.0,4.0,2.0,1.0,,1931.0,Appartement,Portiek,E,Goed,Goed,150.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825 (1).rtf,,
"Deurloostraat 51 2, 1078 HT Amsterdam",Deurloostraat,51 2,1078HT,Amsterdam,664000.0,585000.0,,2025-03-06,2025-04-10,2025-04-22,27.0,70.0,3.0,2.0,1.0,,1928.0,Appartement,Bovenwoning,C,Goed,Goed,126.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Prinsengracht 814 F, 1017 JL Amsterdam",Prinsengracht,814 F,1017JL,Amsterdam,1030000.0,1030000.0,,2025-08-22,,,81.0,89.0,3.0,2.0,1.0,,1990.0,Appartement,Bovenwoning,C,Goed,Goed,360.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Eerste Laurierdwarsstraat 17 A1, 1016 PV Amsterdam",Eerste Laurierdwarsstraat,17 A1,1016PV,Amsterdam,585000.0,585000.0,,2025-09-05,,,125.0,60.0,3.0,2.0,1.0,,1878.0,Appartement,Bovenwoning,C,Goed,Goed,120.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1753.rtf,,
"Keizersgracht 31 2V, 1015 CD Amsterdam",Keizersgracht,31 2V,1015CD,Amsterdam,600000.0,600000.0,,2025-04-29,,,233.0,65.0,2.0,1.0,1.0,,1628.0,Appartement,,,Goed,Goed,544.96,False,Geen tuin,,False,True,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Prinsengracht 71 A, 1015 DL Amsterdam",Prinsengracht,71 A,1015DL,Amsterdam,850000.0,850000.0,,2025-10-30,,,12.0,118.0,3.0,2.0,2.0,,1906.0,Appartement,,,Goed,Redelijk,500.0,True,Achtertuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Kerkstraat 371 1, 1017 HW Amsterdam",Kerkstraat,371 1,1017HW,Amsterdam,510000.0,399000.0,,2025-03-24,2025-06-02,2025-05-26,18.0,39.0,2.0,1.0,1.0,,1939.0,Appartement,Bovenwoning,A,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606.rtf,,
"Utrechtsedwarsstraat 164, 1017 WK Amsterdam",Utrechtsedwarsstraat,164,1017WK,Amsterdam,675000.0,600000.0,,2025-05-02,2025-06-30,2025-06-26,27.0,70.0,3.0,2.0,1.0,,1988.0,Appartement,Bovenwoning,C,Redelijk,Goed,137.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (2).rtf,,
"Keizersgracht 391 C, 1016 EJ Amsterdam",Keizersgracht,391 C,1016EJ,Amsterdam,699000.0,699000.0,,2025-08-26,,,77.0,72.0,3.0,2.0,1.0,,1671.0,Appartement,,,Redelijk,Redelijk,95.08,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Lijnbaansgracht 118 1, 1016 VV Amsterdam",Lijnbaansgracht,118 1,1016VV,Amsterdam,505000.0,450000.0,,2025-06-23,2025-08-07,2025-08-06,24.0,62.0,3.0,2.0,1.0,,1884.0,Appartement,,C,Redelijk,Redelijk,144.36,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Lijnbaansgracht 320 3, 1017 WZ Amsterdam",Lijnbaansgracht,320 3,1017WZ,Amsterdam,651000.0,575000.0,,2024-11-08,2025-01-31,2025-01-31,27.0,72.0,3.0,2.0,1.0,,1882.0,Appartement,Bovenwoning,G,Redelijk,Goed,200.0,False,Geen tuin,,False,True,,elektrisch,Elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Victorieplein 41, 1078 PD Amsterdam",Victorieplein,41,1078PD,Amsterdam,1095000.0,995000.0,,2025-04-10,2025-06-30,2025-06-30,27.0,100.0,4.0,3.0,1.0,,1931.0,Appartement,Benedenwoning,,Goed,Goed,308.79,True,Achtertuin,32.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,,
"Lauriergracht 126 3, 1016 RS Amsterdam",Lauriergracht,126 3,1016RS,Amsterdam,667126.0,615000.0,,2025-04-16,2025-06-26,2025-06-25,57.0,132.0,6.0,3.0,3.0,2.0,1939.0,Appartement,Bovenwoning,G,Matig,Redelijk,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,,
"Prinsengracht 395, 1016 HL Amsterdam",Prinsengracht,395,1016HL,Amsterdam,450000.0,450000.0,,2025-10-02,,,40.0,46.0,3.0,1.0,1.0,,1755.0,Appartement,Bovenwoning,,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Nieuwe Spiegelstraat 26 A, 1017 DG Amsterdam",Nieuwe Spiegelstraat,26 A,1017DG,Amsterdam,1200000.0,1200000.0,,2025-07-09,,,125.0,87.0,3.0,2.0,,,1692.0,Appartement,,A+,Uitstekend,Uitstekend,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552.rtf,,
"Keizersgracht 699 D, 1017 DW Amsterdam",Keizersgracht,699 D,1017DW,Amsterdam,1100000.0,1100000.0,,2025-10-13,,,140.0,81.0,4.0,3.0,1.0,,1690.0,Appartement,Bovenwoning,C,Uitstekend,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Keizersgracht 804 E, 1017 ED Amsterdam",Keizersgracht,804 E,1017ED,Amsterdam,1750000.0,1750000.0,,2025-08-26,,,167.0,188.0,4.0,3.0,2.0,2.0,1906.0,Appartement,Bovenwoning,,Goed,Goed,213.51,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Prinsengracht 551, 1016 HS Amsterdam",Prinsengracht,551,1016HS,Amsterdam,1950000.0,1950000.0,,2025-10-02,,,61.0,190.0,7.0,3.0,2.0,,1670.0,Woonhuis,,,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Prinsengracht 570 1, 1017 KR Amsterdam",Prinsengracht,570 1,1017KR,Amsterdam,1825000.0,1825000.0,,2025-10-06,,,61.0,206.0,6.0,5.0,4.0,3.0,1915.0,Appartement,Bovenwoning,E,Goed,Goed,141.0,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Lijnbaansgracht 204 3, 1016 XA Amsterdam",Lijnbaansgracht,204 3,1016XA,Amsterdam,780000.0,750000.0,,2025-06-18,2025-07-17,2025-08-22,24.0,90.0,4.0,3.0,1.0,,1901.0,Appartement,Bovenwoning,D,Goed,Goed,165.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Eerste Looiersdwarsstraat 3 A, 1016 VL Amsterdam",Eerste Looiersdwarsstraat,3 A,1016VL,Amsterdam,425000.0,475000.0,,2025-01-14,2025-05-02,2025-04-25,46.0,50.0,2.0,1.0,1.0,,1984.0,Appartement,Bovenwoning,A,Redelijk,Redelijk,169.17,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0759 (1).rtf,,
"Eerste Tuindwarsstraat 2 B, 1015 RV Amsterdam",Eerste Tuindwarsstraat,2 B,1015RV,Amsterdam,510000.0,495000.0,,2025-01-23,2025-03-17,2025-04-07,48.0,57.0,2.0,1.0,1.0,,1905.0,Appartement,Bovenwoning,,Goed,Redelijk,227.04,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,,
"Keizersgracht 120 E, 1015 CW Amsterdam",Keizersgracht,120 E,1015CW,Amsterdam,649000.0,649000.0,,2025-07-20,,,264.0,74.0,3.0,2.0,1.0,,1624.0,Appartement,Portiek,,Goed,Goed,402.62,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Herengracht 187 B, 1016 BE Amsterdam",Herengracht,187 B,1016BE,Amsterdam,995000.0,995000.0,,2025-10-23,,,19.0,112.0,3.0,2.0,2.0,2.0,1906.0,Appartement,Maisonnette,D,Goed,Goed,429.37,False,Geen tuin,,True,True,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Herengracht 254 D, 1016 BV Amsterdam",Herengracht,254 D,1016BV,Amsterdam,1100000.0,1100000.0,,2025-08-28,,,75.0,144.0,6.0,4.0,2.0,2.0,1615.0,Appartement,Bovenwoning,,Redelijk,Goed,209.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Diezestraat 27 2, 1078 JN Amsterdam",Diezestraat,27 2,1078JN,Amsterdam,1290272.0,1100000.0,,2025-03-10,2025-05-12,2025-08-01,29.0,133.0,5.0,4.0,2.0,2.0,1929.0,Appartement,Bovenwoning,A,Goed,Goed,226.36,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,,
"Keizersgracht 24 C, 1015 CR Amsterdam",Keizersgracht,24 C,1015CR,Amsterdam,800000.0,800000.0,,2025-09-09,,,137.0,101.0,2.0,1.0,1.0,,1800.0,Appartement,Bovenwoning,,Goed,Goed,209.0,False,Geen tuin,,True,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Tuinstraat 71 3, 1015 NZ Amsterdam",Tuinstraat,71 3,1015NZ,Amsterdam,710000.0,650000.0,,2024-11-10,2025-04-28,2024-12-25,31.0,73.0,4.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,E,Goed,Goed,234.65,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,,
"Niersstraat 42 1, 1078 VL Amsterdam",Niersstraat,42 1,1078VL,Amsterdam,659777.0,595000.0,,2025-05-15,2025-08-05,2025-08-05,27.0,79.0,3.0,2.0,,,1930.0,Appartement,Bovenwoning,D,Goed,Goed,336.85,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (3).rtf,,
