address_full,street,house_number,postal_code,city,sale_price,ask_price,sale_date,list_date,delist_date,transport_date,days_on_market,area_m2,rooms,bedrooms,bathrooms,toilets,year_built,type,subtype,energy_label,maintenance_inside,maintenance_outside,vve_monthly_fee,has_garden,garden_type,garden_area_m2,has_balcony,has_terrace,outdoor_text,heating,hot_water,has_lift,floor,has_storage,has_parking,has_garage,garage_type,notes,source_file,lat,lng
"Lijnbaansgracht 118 3V, 1016 VV Amsterdam",Lijnbaansgracht,118 3V,1016VV,Amsterdam,817118.0,725000.0,,2025-01-16,2025-03-13,2025-03-13,28.0,110.0,4.0,3.0,1.0,,1884.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Elandsgracht 97 H, 1016 TS Amsterdam",Elandsgracht,97 H,1016TS,Amsterdam,515000.0,450000.0,,2025-05-01,2025-07-16,2025-07-16,27.0,48.0,3.0,1.0,1.0,,1939.0,Appartement,Bovenwoning,,Goed,Goed,145.8,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Jekerstraat 77 3, 1078 MB Amsterdam",Jekerstraat,77 3,1078MB,Amsterdam,738000.0,750000.0,,2024-11-25,2025-01-17,2025-04-01,30.0,78.0,3.0,2.0,1.0,,1927.0,Appartement,Bovenwoning,E,Uitstekend,Goed,161.44,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2103 (1).rtf,,
"Prinsengracht 334 E, 1016 HZ Amsterdam",Prinsengracht,334 E,1016HZ,Amsterdam,425000.0,425000.0,,2025-09-04,,,68.0,42.0,3.0,2.0,1.0,,1750.0,Appartement,Bovenwoning,C,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Keizersgracht 515 D, 1017 DN Amsterdam",Keizersgracht,515 D,1017DN,Amsterdam,595000.0,595000.0,,2025-06-02,,,162.0,57.0,2.0,1.0,1.0,,1909.0,Appartement,Bovenwoning,C,Uitstekend,Uitstekend,137.31,False,Geen tuin,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Lijnbaansgracht 226, 1017 PH Amsterdam",Lijnbaansgracht,226,1017PH,Amsterdam,480000.0,450000.0,,2024-11-22,2025-02-18,2025-02-24,60.0,51.0,3.0,2.0,1.0,,1981.0,Appartement,Bovenwoning,B,Goed,Goed,234.38,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Passeerdersstraat 61 A, 1016 XB Amsterdam",Passeerdersstraat,61 A,1016XB,Amsterdam,695000.0,665000.0,,2024-09-12,2025-02-08,2025-02-10,133.0,76.0,3.0,2.0,1.0,,2000.0,Appartement,Bovenwoning,A,Goed,Goed,208.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (3).rtf,,
"Keizersgracht 74 K, 1015 CT Amsterdam",Keizersgracht,74 K,1015CT,Amsterdam,2000000.0,2000000.0,,2025-01-29,,,381.0,237.0,3.0,2.0,2.0,2.0,1625.0,Appartement,Benedenwoning,,Uitstekend,Uitstekend,216.0,False,,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Elandsgracht 144 3, 1016 VC Amsterdam",Elandsgracht,144 3,1016VC,Amsterdam,486500.0,400000.0,,2024-11-22,2025-01-08,2025-02-28,20.0,49.0,3.0,2.0,1.0,,1913.0,Appartement,Bovenwoning,C,Goed,Goed,125.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Herengracht 116 C, 1015 BT Amsterdam",Herengracht,116 C,1015BT,Amsterdam,2250000.0,2250000.0,,2025-07-09,,,190.0,264.0,5.0,4.0,2.0,,1726.0,Appartement,,B,Goed,Goed,335.0,True,Achtertuin,135.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Falckstraat 31 C, 1017 VV Amsterdam",Falckstraat,31 C,1017VV,Amsterdam,765000.0,750000.0,,2025-04-17,2025-07-07,2025-07-08,49.0,57.0,3.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,A,Uitstekend,Uitstekend,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (1).rtf,,
"Keizersgracht 735 3, 1017 DZ Amsterdam",Keizersgracht,735 3,1017DZ,Amsterdam,1150000.0,1150000.0,,2025-10-23,,,19.0,115.0,4.0,2.0,1.0,,1906.0,Appartement,Bovenwoning,,Goed,Goed,,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Berkelstraat 17 3, 1078 CV Amsterdam",Berkelstraat,17 3,1078CV,Amsterdam,680000.0,700000.0,,2025-04-16,2025-05-19,2025-07-01,22.0,99.0,5.0,5.0,2.0,,1922.0,Appartement,Bovenwoning,C,Matig,Matig,67.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825 (2).rtf,,
"Deurloostraat 49 1, 1078 HT Amsterdam",Deurloostraat,49 1,1078HT,Amsterdam,650000.0,625000.0,,2024-12-03,2025-02-18,2025-02-04,32.0,87.0,3.0,2.0,1.0,,1928.0,Appartement,Bovenwoning,C,Redelijk,Goed,162.87,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Diezestraat 11 H, 1078 JL Amsterdam",Diezestraat,11 H,1078JL,Amsterdam,1205000.0,975000.0,,2024-11-15,2025-01-24,2025-01-30,27.0,100.0,4.0,2.0,1.0,,1929.0,Appartement,Benedenwoning,D,Goed,Goed,190.24,True,Achtertuin,58.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0826.rtf,,
"Herengracht 611 1A, 1017 CE Amsterdam",Herengracht,611 1A,1017CE,Amsterdam,575000.0,575000.0,,2025-10-14,,,28.0,64.0,2.0,1.0,1.0,,1670.0,Appartement,Benedenwoning,E,Goed,Goed,185.2,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (3).rtf,,
"Elandsgracht 57 F, 1016 TN Amsterdam",Elandsgracht,57 F,1016TN,Amsterdam,535000.0,475000.0,,2025-03-13,2025-04-08,2025-04-16,27.0,50.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,D,Goed,Goed,188.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1210.rtf,,
"Lijnbaansgracht 204 A1, 1016 XA Amsterdam",Lijnbaansgracht,204 A1,1016XA,Amsterdam,710000.0,750000.0,,2025-06-10,2025-09-26,2025-10-09,91.0,96.0,3.0,2.0,2.0,,1901.0,Appartement,Bovenwoning,B,Goed,Goed,160.0,True,Patio,,False,False,,,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Deurloostraat 111 H, 1078 HW Amsterdam",Deurloostraat,111 H,1078HW,Amsterdam,1025000.0,995000.0,,2025-08-28,2025-10-21,2025-10-31,34.0,85.0,3.0,2.0,1.0,,1929.0,Appartement,Benedenwoning,D,Goed,Goed,188.02,True,Achtertuin,60.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Keizersgracht 643 E, 1017 DT Amsterdam",Keizersgracht,643 E,1017DT,Amsterdam,1150000.0,1150000.0,,2025-10-03,,,39.0,104.0,4.0,2.0,1.0,,1690.0,Appartement,Bovenwoning,,Uitstekend,Uitstekend,443.67,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Lijnbaansgracht 351 1, 1017 XB Amsterdam",Lijnbaansgracht,351 1,1017XB,Amsterdam,497500.0,450000.0,,2024-11-22,2025-01-22,2025-01-27,46.0,48.0,2.0,1.0,1.0,,1959.0,Appartement,Bovenwoning,E,Goed,Goed,129.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Utrechtsedwarsstraat 17 A, 1017 WB Amsterdam",Utrechtsedwarsstraat,17 A,1017WB,Amsterdam,720000.0,750000.0,,2025-06-16,2025-10-07,2025-10-24,108.0,81.0,3.0,2.0,2.0,2.0,1779.0,Appartement,Benedenwoning,A,Uitstekend,Goed,154.0,True,Patio,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (2).rtf,,
"Lijnbaansgracht 210 L, 1016 XA Amsterdam",Lijnbaansgracht,210 L,1016XA,Amsterdam,1037500.0,1100000.0,,2024-10-22,2025-04-29,2025-04-28,127.0,119.0,3.0,2.0,3.0,2.0,1991.0,Appartement,,C,Goed,Goed,309.01,False,,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Eerste Looiersdwarsstraat 26 B, 1016 VM Amsterdam",Eerste Looiersdwarsstraat,26 B,1016VM,Amsterdam,640000.0,640000.0,,2025-10-01,,,27.0,72.0,3.0,2.0,1.0,,1998.0,Appartement,,A,Goed,Goed,157.57,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1750 (1).rtf,,
"Lauriergracht 168 2, 1016 RV Amsterdam",Lauriergracht,168 2,1016RV,Amsterdam,500000.0,450000.0,,2025-01-31,2025-04-21,2025-06-12,32.0,47.0,2.0,1.0,1.0,,1935.0,Appartement,Bovenwoning,F,Goed,Goed,113.75,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,,
"Geleenstraat 46 2, 1078 LG Amsterdam",Geleenstraat,46 2,1078LG,Amsterdam,868000.0,895000.0,,2025-08-19,2025-09-20,2026-01-07,24.0,113.0,4.0,3.0,1.0,,1944.0,Appartement,Bovenwoning,,Matig,Redelijk,179.47,False,Geen tuin,,True,True,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2051 (1).rtf,,
"Prinsengracht 197 A, 1015 DT Amsterdam",Prinsengracht,197 A,1015DT,Amsterdam,650000.0,650000.0,,2025-10-27,,,15.0,74.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,,Redelijk,Redelijk,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Prinsengracht 495 H, 1016 HR Amsterdam",Prinsengracht,495 H,1016HR,Amsterdam,1500000.0,1500000.0,,2024-11-13,,,363.0,175.0,4.0,2.0,2.0,2.0,1882.0,Appartement,Bovenwoning,,Goed,Goed,188.0,True,Patio,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Schipbeekstraat 9 2, 1078 BK Amsterdam",Schipbeekstraat,9 2,1078BK,Amsterdam,487083.0,475000.0,,2025-09-12,2025-10-29,2025-11-05,29.0,50.0,3.0,2.0,1.0,,1926.0,Appartement,Bovenwoning,D,Goed,Goed,129.63,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825.rtf,,
"Lijnbaansgracht 213 3, 1016 XJ Amsterdam",Lijnbaansgracht,213 3,1016XJ,Amsterdam,595000.0,500000.0,,2025-05-07,2025-06-25,2025-06-26,27.0,55.0,3.0,2.0,1.0,,1940.0,Appartement,Portiek,D,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Laurierstraat 189 1, 1016 PL Amsterdam",Laurierstraat,189 1,1016PL,Amsterdam,1160552.0,995000.0,,2024-01-19,2024-02-19,2024-03-15,27.0,140.0,5.0,4.0,2.0,2.0,1930.0,Appartement,Bovenwoning,D,Goed,Goed,444.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1403.rtf,,
"Prinsengracht 801 2, 1017 KA Amsterdam",Prinsengracht,801 2,1017KA,Amsterdam,530000.0,530000.0,,2025-09-17,,,55.0,49.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,D,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Schipbeekstraat 7 1, 1078 BK Amsterdam",Schipbeekstraat,7 1,1078BK,Amsterdam,530000.0,450000.0,,2025-04-29,2025-07-14,2025-07-01,23.0,53.0,3.0,2.0,1.0,,1926.0,Appartement,Bovenwoning,C,Goed,Goed,135.59,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825.rtf,,
"Prinsengracht 200 A, 1016 HD Amsterdam",Prinsengracht,200 A,1016HD,Amsterdam,1880027.0,1880027.0,,2025-06-24,,,140.0,221.0,5.0,4.0,2.0,2.0,2014.0,Appartement,Benedenwoning,A,Goed,Goed,502.16,True,Achtertuin,46.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Biesboschstraat 19 2, 1078 ML Amsterdam",Biesboschstraat,19 2,1078ML,Amsterdam,1012500.0,975000.0,,2025-01-28,2025-03-27,2025-03-25,38.0,132.0,7.0,4.0,2.0,,1930.0,Appartement,Bovenwoning,B,Goed,Goed,225.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,,
"Tuinstraat 177 3, 1015 PB Amsterdam",Tuinstraat,177 3,1015PB,Amsterdam,830000.0,845000.0,,2024-10-17,2025-02-03,2025-03-28,50.0,92.0,4.0,2.0,1.0,,1934.0,Appartement,Bovenwoning,F,Goed,Goed,192.17,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1507.rtf,,
"Keizersgracht 645 B, 1017 DT Amsterdam",Keizersgracht,645 B,1017DT,Amsterdam,775000.0,775000.0,,2025-11-07,,,4.0,68.0,2.0,1.0,1.0,,1860.0,Appartement,,,Goed,Goed,285.0,False,Geen tuin,,False,True,,,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Lijnbaansgracht 347 3, 1017 XB Amsterdam",Lijnbaansgracht,347 3,1017XB,Amsterdam,472000.0,450000.0,,2025-02-24,2025-04-17,2025-05-09,25.0,39.0,3.0,2.0,1.0,,1857.0,Appartement,Bovenwoning,D,Goed,Goed,225.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Oude Looiersstraat 59 H, 1016 VH Amsterdam",Oude Looiersstraat,59 H,1016VH,Amsterdam,1210000.0,1275000.0,,2024-09-25,2025-02-10,2025-02-28,59.0,151.0,7.0,4.0,1.0,,1935.0,Woonhuis,,G,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1400.rtf,,
"Hazenstraat 12, 1016 SP Amsterdam",Hazenstraat,12,1016SP,Amsterdam,1170000.0,1000000.0,,2024-07-11,2024-11-15,2024-10-08,26.0,131.0,3.0,2.0,1.0,,1818.0,Woonhuis,,D,Redelijk,Redelijk,,True,Voortuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1401 (2).rtf,,
"Keizersgracht 2 H, 1015 CN Amsterdam",Keizersgracht,2 H,1015CN,Amsterdam,2000000.0,2000000.0,,2025-07-31,,,103.0,235.0,8.0,4.0,1.0,,1906.0,Woonhuis,,,Redelijk,Redelijk,,True,Achtertuin,6.0,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Prinsengracht 422 2, 1016 JC Amsterdam",Prinsengracht,422 2,1016JC,Amsterdam,945000.0,945000.0,,2025-07-02,,,132.0,106.0,5.0,3.0,1.0,,1906.0,Appartement,Bovenwoning,,Goed,Goed,348.36,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Prinsengracht 15 K, 1015 DK Amsterdam",Prinsengracht,15 K,1015DK,Amsterdam,540000.0,540000.0,,2025-10-16,,,26.0,42.0,2.0,1.0,1.0,,1970.0,Woonhuis,,C,Redelijk,Redelijk,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Eerste Looiersdwarsstraat 11 1, 1016 VL Amsterdam",Eerste Looiersdwarsstraat,11 1,1016VL,Amsterdam,1250000.0,1250000.0,,2025-09-16,,,42.0,152.0,7.0,5.0,2.0,2.0,1860.0,Appartement,Bovenwoning,E,Goed,Goed,100.0,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-27102025_1750 (1).rtf,,
"Keizersgracht 129 A, 1015 CJ Amsterdam",Keizersgracht,129 A,1015CJ,Amsterdam,1150000.0,1150000.0,,2025-07-25,,,237.0,152.0,2.0,1.0,,,1880.0,Appartement,Benedenwoning,,Matig,Redelijk,312.5,True,Achtertuin,53.0,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Lauriergracht 47 T, 1016 RG Amsterdam",Lauriergracht,47 T,1016RG,Amsterdam,741000.0,650000.0,,2025-01-16,2025-04-10,2025-03-06,22.0,80.0,2.0,1.0,1.0,,1923.0,Appartement,Bovenwoning,,Redelijk,Goed,270.0,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,,
"Prinsengracht 170 3, 1016 HA Amsterdam",Prinsengracht,170 3,1016HA,Amsterdam,700000.0,700000.0,,2025-09-25,,,47.0,66.0,2.0,1.0,1.0,2.0,1910.0,Appartement,Bovenwoning,D,Goed,Goed,150.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Passeerdersstraat 1 1, 1016 XB Amsterdam",Passeerdersstraat,1 1,1016XB,Amsterdam,640000.0,625000.0,,2024-05-12,2024-07-13,2024-08-22,33.0,63.0,4.0,3.0,2.0,2.0,1883.0,Woonhuis,,,Goed,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_1402 (3).rtf,,
"Keizersgracht 758 1V, 1017 EZ Amsterdam",Keizersgracht,758 1V,1017EZ,Amsterdam,599000.0,599000.0,,2025-05-15,,,180.0,58.0,3.0,1.0,,,1930.0,Appartement,,,Uitstekend,Goed,203.95,False,,,False,True,,,elektrisch,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Keizersgracht 552 1V, 1017 EL Amsterdam",Keizersgracht,552 1V,1017EL,Amsterdam,1475000.0,1475000.0,,2025-05-21,,,174.0,138.0,4.0,3.0,2.0,2.0,1735.0,Appartement,Bovenwoning,E,Uitstekend,Uitstekend,399.0,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (1).rtf,,
"Raamstraat 33 F, 1016 XL Amsterdam",Raamstraat,33 F,1016XL,Amsterdam,715000.0,695000.0,,2025-02-04,2025-02-24,2025-02-24,21.0,67.0,3.0,2.0,1.0,,1813.0,Appartement,,A,Uitstekend,Uitstekend,234.0,False,Geen tuin,,True,True,,,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0800 (1).rtf,,
"Jekerstraat 14 3, 1078 MC Amsterdam",Jekerstraat,14 3,1078MC,Amsterdam,727500.0,595000.0,,2025-07-10,2025-10-15,2025-10-01,35.0,84.0,5.0,2.0,1.0,,1929.0,Appartement,Bovenwoning,F,Redelijk,Redelijk,104.17,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2103 (1).rtf,,
"Deurloostraat 33 1, 1078 HS Amsterdam",Deurloostraat,33 1,1078HS,Amsterdam,873333.0,750000.0,,2025-09-23,2025-10-24,2026-01-28,28.0,80.0,3.0,2.0,1.0,,1929.0,Appartement,Portiek,C,Uitstekend,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2049 (1).rtf,,
"Molenbeekstraat 31 1, 1078 XB Amsterdam",Molenbeekstraat,31 1,1078XB,Amsterdam,690000.0,550000.0,,2025-01-13,2025-06-20,2025-04-25,31.0,77.0,3.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,C,Redelijk,Goed,139.02,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-09112025_0825 (1).rtf,,
"Utrechtsestraat 88 B, 1017 VR Amsterdam",Utrechtsestraat,88 B,1017VR,Amsterdam,403100.0,350000.0,,2024-12-09,2025-04-14,2025-01-16,26.0,33.0,2.0,1.0,1.0,,1842.0,Appartement,,A,Goed,Goed,,False,,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1606 (4).rtf,,
"Biesboschstraat 89 3, 1078 MR Amsterdam",Biesboschstraat,89 3,1078MR,Amsterdam,835000.0,800000.0,,2025-04-03,2025-06-18,2025-06-18,21.0,100.0,5.0,2.0,2.0,,1930.0,Appartement,Bovenwoning,D,Goed,Goed,,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1511.rtf,,
"Zoomstraat 53 2, 1078 XH Amsterdam",Zoomstraat,53 2,1078XH,Amsterdam,620000.0,590000.0,,2025-03-28,2025-06-02,2025-05-23,19.0,72.0,3.0,2.0,1.0,,1930.0,Appartement,Bovenwoning,F,Goed,Goed,395.74,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1510 (4).rtf,,
"Prinsengracht 545 3, 1016 HS Amsterdam",Prinsengracht,545 3,1016HS,Amsterdam,899000.0,899000.0,,2025-07-15,,,119.0,120.0,4.0,2.0,2.0,2.0,1761.0,Appartement,Bovenwoning,,Goed,Goed,82.82,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (2).rtf,,
"Victorieplein 19 2, 1079 KL Amsterdam",Victorieplein,19 2,1079KL,Amsterdam,1025000.0,950000.0,,2025-02-21,2025-03-27,2025-06-06,34.0,172.0,8.0,6.0,1.0,,1932.0,Appartement,Bovenwoning,F,Redelijk,Goed,180.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_2050 (2).rtf,,
"Reguliersgracht 82 B, 1017 LV Amsterdam",Reguliersgracht,82 B,1017LV,Amsterdam,750000.0,750000.0,,2025-09-08,,,64.0,77.0,2.0,1.0,1.0,,1906.0,Appartement,Bovenwoning,,Goed,Goed,192.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-10112025_1552 (4).rtf,,
"Eerste Tuindwarsstraat 8 H, 1015 RV Amsterdam",Eerste Tuindwarsstraat,8 H,1015RV,Amsterdam,1045000.0,1045000.0,,2025-07-25,2025-08-28,,35.0,123.0,5.0,3.0,1.0,,1876.0,Appartement,,E,Goed,Goed,254.1,False,Geen tuin,,False,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Selectie-18102025_1511 (1).rtf,,
"Lijnbaansgracht 66 2, 1015 GV Amsterdam",Lijnbaansgracht,66 2,1015GV,Amsterdam,482000.0,450000.0,,2025-07-16,2025-09-04,2025-10-07,36.0,43.0,3.0,1.0,1.0,,1938.0,Appartement,Bovenwoning,E,Goed,Goed,209.0,False,Geen tuin,,True,True,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1221.rtf,,
"Lauriergracht 47 C, 1016 RG Amsterdam",Lauriergracht,47 C,1016RG,Amsterdam,440000.0,440000.0,,2025-09-30,,,23.0,58.0,2.0,1.0,1.0,,1923.0,Appartement,Benedenwoning,A,Redelijk,Goed,,False,Geen tuin,,False,False,,C.V.-Ketel,C.V.-Ketel,False,,True,True,False,Geen garage,,C:\Users\meesv\Downloads\Realworks bestanden\Selectie-22102025_1218.rtf,,
